,spotify_genre,top_genre
2569,guitarra clasica,acoustic music
2570,gulf hip hop,world music
2571,gulf hip hop,hip hop music
2572,guqin,instrumental music
2573,guyanese pop,pop music
2574,gymcore,rock music
2575,gypsy,folk music
2576,gypsy fusion,jazz
2577,gypsy jazz,jazz
2578,gypsy punk,rock music
2579,h8000,rock music
2580,halftime dnb,electronic music
2581,halftime dnb,dance music
2582,halifax indie,world music
2583,halifax indie,rock music
2584,hamburg electronic,electronic music
2585,hamburg hip hop,world music
2586,hamburg hip hop,hip hop music
2587,hamburg indie,rock music
2588,hamburger schule,rock music
2589,hamilton on indie,rock music
2590,hammond organ,rhythm and blues
2591,hammond organ,jazz
2592,hands up,electronic music
2593,hands up,dance music
2594,hangpan,pop music
2595,hangpan,electronic music
2596,hangpan,dance music
2597,happy hardcore,electronic music
2598,happy hardcore,dance music
2599,hard alternative,rock music
2600,hard bass,electronic music
2601,hard bass,dance music
2602,hard bop,jazz
2603,hard glam,rock music
2604,hard house,electronic music
2605,hard house,dance music
2606,hard minimal techno,experimental music
2607,hard minimal techno,electronic music
2608,hard minimal techno,dance music
2609,hard rock,rock music
2610,hard rock brasileiro,rock music
2611,hard stoner rock,rock music
2612,hard techno,electronic music
2613,hard techno,dance music
2614,hard trance,electronic music
2615,hard trance,dance music
2616,hardcore,electronic music
2617,hardcore,dance music
2618,hardcore hip hop,world music
2619,hardcore hip hop,hip hop music
2620,hardcore punk,rock music
2621,hardcore techno,electronic music
2622,hardcore techno,dance music
2623,hardingfele,world music
2624,hardingfele,folk music
2625,hardstyle,electronic music
2626,hardstyle,dance music
2627,hardvapour,electronic music
2628,harlem hip hop,world music
2629,harlem hip hop,hip hop music
2630,harmonica blues,blues
2631,harmonica jazz,jazz
2632,harp,folk music
2633,harpsichord,instrumental music
2634,hauntology,art music
2635,hawaiian hip hop,world music
2636,hawaiian hip hop,hip hop music
2637,hawaiian indie,world music
2638,healing,functional music
2639,heartland rock,rock music
2640,heavy gothic rock,rock music
2641,heavy psych,rock music
2642,hi-nrg,electronic music
2643,hi-nrg,dance music
2644,hi-tech,electronic music
2645,hi-tech,dance music
2646,high-tech minimal,experimental music
2647,high-tech minimal,electronic music
2648,high-tech minimal,dance music
2649,highlife,world music
2650,hindi hip hop,world music
2651,hindi hip hop,hip hop music
2652,hindustani classical,world music
2653,hindustani classical,art music
2654,hindustani instrumental,world music
2655,hindustani instrumental,art music
2656,hindustani instrumental,instrumental music
2657,hinos ccb,functional music
2658,hip hop,world music
2659,hip hop,hip hop music
2660,hip hop cubano,world music
2661,hip hop cubano,hip hop music
2662,hip hop galsen,hip hop music
2663,hip hop quebecois,world music
2664,hip hop quebecois,hip hop music
2665,hip hop tuga,world music
2666,hip hop tuga,hip hop music
2667,hip house,dance music
2668,hip house,hip hop music
2669,hip house,world music
2670,hip house,electronic music
2671,hip pop,pop music
2672,hip-hop experimental,experimental music
2673,hiplife,hip hop music
2674,histoire pour enfants,world music
2675,histoire pour enfants,folk music
2676,historical keyboard,art music
2677,historically informed performance,art music
2678,hoerspiel,pop music
2679,hoerspiel,electronic music
2680,hoerspiel,dance music
2681,hollywood,pop music
2682,hong kong hip hop,world music
2683,hong kong hip hop,hip hop music
2684,hong kong indie,independent music
2685,hopebeat,pop music
2686,horror punk,rock music
2687,horrorcore,world music
2688,horrorcore,hip hop music
2689,house,electronic music
2690,house,dance music
2691,house argentino,electronic music
2692,house argentino,dance music
2693,houston indie,funk
2694,houston indie,rhythm and blues
2695,houston rap,world music
2696,houston rap,hip hop music
2697,humppa,world music
2698,humppa,pop music
2699,humppa,folk music
2700,hungarian classical performance,art music
2701,hungarian classical piano,art music
2702,hungarian edm,electronic music
2703,hungarian edm,dance music
2704,hungarian folk,world music
2705,hungarian folk,folk music
2706,hungarian indie,independent music
2707,hungarian metal,rock music
2708,hungarian punk,rock music
2709,hungarian rock,world music
2710,hungarian rock,rock music
2711,hungarian techno,electronic music
2712,hungarian techno,dance music
2713,hurdy-gurdy,rock music
2714,huzunlu sarkilar,world music
2715,hyperpop,pop music
2716,hyperpop,electronic music
2717,hyphy,world music
2718,hyphy,hip hop music
2719,icelandic black metal,world music
2720,icelandic black metal,rock music
2721,icelandic classical,art music
2722,icelandic electronic,electronic music
2723,icelandic experimental,experimental music
2724,icelandic folk,world music
2725,icelandic folk,folk music
2726,icelandic hip hop,world music
2727,icelandic hip hop,hip hop music
2728,icelandic indie,pop music
2729,icelandic jazz,jazz
2730,icelandic metal,rock music
2731,icelandic pop,pop music
2732,icelandic post-punk,rock music
2733,icelandic punk,rock music
2734,icelandic rock,world music
2735,icelandic rock,rock music
2736,icelandic singer-songwriter,vocal music
2737,icelandic singer-songwriter,acoustic music
2738,idaho indie,rock music
2739,idol,pop music
2740,idol kayo,pop music
2741,idol rock,rock music
2742,illbient,electronic music
2743,impressionism,art music
2744,indian ambient,art music
2745,indian ambient,electronic music
2746,indian classical,world music
2747,indian classical,art music
2748,indian edm,electronic music
2749,indian edm,dance music
2750,indian folk,world music
2751,indian folk,folk music
2752,indian fusion,jazz
2753,indian instrumental rock,rock music
2754,indian instrumental rock,instrumental music
2755,indian jazz,world music
2756,indian jazz,jazz
2757,indian lo-fi,lo-fi music
2758,indian metal,rock music
2759,indian percussion,instrumental music
2760,indian rock,world music
2761,indian rock,rock music
2762,indian techno,electronic music
2763,indian techno,dance music
2764,indian violin,world music
2765,indian violin,art music
2766,indiana hip hop,world music
2767,indiana hip hop,hip hop music
2768,indiana indie,rock music
2769,indie anthem-folk,folk music
2770,indie anthem-folk,world music
2771,indie anthem-folk,vocal music
2772,indie anthem-folk,functional music
2773,indie boliviano,independent music
2774,indie catala,world music
2775,indie catala,rock music
2776,indie cordoba,independent music
2777,indie curitibano,world music
2778,indie curitibano,hip hop music
2779,indie dream pop,pop music
2780,indie dream pop,rock music
2781,indie electronica,electronic music
2782,indie electropop,pop music
2783,indie electropop,electronic music
2784,indie emo,experimental music
2785,indie emo,rock music
2786,indie emo rock,experimental music
2787,indie emo rock,rock music
2788,indie folk,independent music
2789,indie folk,folk music
2790,indie folk argentino,world music
2791,indie folk argentino,independent music
2792,indie folk argentino,folk music
2793,indie folk italiano,world music
2794,indie folk italiano,independent music
2795,indie folk italiano,folk music
2796,indie fuzzpop,rock music
2797,indie game soundtrack,functional music
2798,indie garage rock,rock music
2799,indie jazz,jazz
2800,indie liguria,independent music
2801,indie platense,rock music
2802,indie pop,independent music
2803,indie pop,pop music
2804,indie pop,rock music
2805,indie pop rap,pop music
2806,indie pop rap,hip hop music
2807,indie pop rap,independent music
2808,indie pop rap,world music
2809,indie pop rap,rock music
2810,indie pop rock,independent music
2811,indie pop rock,pop music
2812,indie pop rock,rock music
2813,indie poptimism,pop music
2814,indie psych-pop,pop music
2815,indie psychedelic rock,rock music
2816,indie punk,rock music
2817,indie quebecois,world music
2818,indie quebecois,rock music
2819,indie queretano,funk
2820,indie queretano,rhythm and blues
2821,indie r&b,rhythm and blues
2822,indie rock,independent music
2823,indie rock,rock music
2824,indie rock italiano,independent music
2825,indie rock italiano,rock music
2826,indie rock mexicano,independent music
2827,indie rock mexicano,rock music
2828,indie rockism,acoustic music
2829,indie rockism,independent music
2830,indie rockism,folk music
2831,indie rockism,vocal music
2832,indie salvadoreno,world music
2833,indie salvadoreno,hip hop music
2834,indie shoegaze,rock music
2835,indie siciliano,independent music
2836,indie siciliano,rock music
2837,indie singer-songwriter,vocal music
2838,indie singer-songwriter,acoustic music
2839,indie soul,soul music
2840,indie soul,rhythm and blues
2841,indie surf,pop music
2842,indie surf,rock music
2843,indie tico,independent music
2844,indie triste,independent music
2845,indie veneto,world music
2846,indie veneto,rock music
2847,indiecoustica,pop music
2848,indietronica,electronic music
2849,indietronica,independent music
2850,indonesian death metal,rock music
2851,indonesian deathcore,electronic music
2852,indonesian deathcore,dance music
2853,indonesian deathcore,rock music
2854,indonesian emo,experimental music
2855,indonesian emo,rock music
2856,indonesian folk pop,acoustic music
2857,indonesian folk pop,pop music
2858,indonesian folk pop,folk music
2859,indonesian folk pop,world music
2860,indonesian hardcore,electronic music
2861,indonesian hardcore,dance music
2862,indonesian hip hop,world music
2863,indonesian hip hop,hip hop music
2864,indonesian indie,rock music
2865,indonesian indie pop,independent music
2866,indonesian indie pop,pop music
2867,indonesian indie pop,rock music
2868,indonesian indie rock,independent music
2869,indonesian indie rock,rock music
2870,indonesian jazz,jazz
2871,indonesian metal,rock music
2872,indonesian pop,world music
2873,indonesian pop,pop music
2874,indonesian post-hardcore,experimental music
2875,indonesian post-hardcore,rock music
2876,indonesian post-hardcore,dance music
2877,indonesian post-hardcore,electronic music
2878,indonesian psychedelia,independent music
2879,indonesian psychedelia,rock music
2880,indonesian punk,rock music
2881,indonesian reggae,world music
2882,indonesian rock,world music
2883,indonesian rock,rock music
2884,indorock,rock music
2885,industrial,experimental music
2886,industrial,electronic music
2887,industrial black metal,experimental music
2888,industrial black metal,rock music
2889,industrial black metal,world music
2890,industrial black metal,electronic music
2891,industrial hardcore,experimental music
